"COUNT";"SPECIES";"YEAR";"RawCOUNT";"SCHEME";"NSITE";"NSITE_OBS";"COL_INDEX";"predicted2";"conf.low";"conf.high"
28;"Aporia crataegi";2019;28;"CBMS";78;9;0.359424210257637;0.4277;-2.11258387141253;3.19255404041546
29;"Melitaea parthenoides";2020;29;"CBMS";81;6;2.1222933988305;0.443;-2.09728371996134;3.20780218120452
29;"Pieris ergane";2023;29;"CBMS";109;2;0.399468145128555;0.443;-2.09728371996134;3.20780218120452
29;"Cupido osiris";2023;29;"CBMS";110;8;0.367030709215479;0.443;-2.09728371996134;3.20780218120452
29;"Leptidea sp.";2018;29;"CBMS";67;2;0.703951115894616;0.443;-2.09728371996134;3.20780218120452
29;"Arethusana arethusa";2021;29;"CBMS";93;2;0.248685066256507;0.443;-2.09728371996134;3.20780218120452
30;"Glaucopsyche melanops";2020;30;"CBMS";61;8;0.863915647884146;0.4582;-2.0819838659996;3.22305061948304
30;"Melitaea cinxia";2020;30;"CBMS";81;7;0.666211386176492;0.4582;-2.0819838659996;3.22305061948304
30;"Fabriciana adippe";2020;30;"CBMS";81;3;0.537298284894286;0.4582;-2.0819838659996;3.22305061948304
30;"Danaus chrysippus";2020;30;"CBMS";75;5;0.864051301737685;0.4582;-2.0819838659996;3.22305061948304
30;"Fabriciana adippe";2019;30;"CBMS";78;6;0.473594770550434;0.4582;-2.0819838659996;3.22305061948304
31;"Apatura ilia";2019;33;"CBMS";78;10;0.375398427871203;0.4735;-2.06668430953597;3.23829935525967
31;"Hipparchia sp.";2023;31;"CBMS";107;10;0.449349978240562;0.4735;-2.06668430953597;3.23829935525967
31;"Cupido osiris";2019;31;"CBMS";78;8;0.34192331252109;0.4735;-2.06668430953597;3.23829935525967
31;"Callophrys avis";2022;31;"CBMS";108;8;0.430648630673765;0.4735;-2.06668430953597;3.23829935525967
31;"Hipparchia sp.";2020;31;"CBMS";81;9;0.453685939247302;0.4735;-2.06668430953597;3.23829935525967
32;"Hipparchia semele";2019;32;"CBMS";78;7;0.483788536556958;0.4888;-2.05138505057899;3.25354838854295
32;"Aporia crataegi";2023;32;"CBMS";110;10;0.578094491325191;0.4888;-2.05138505057899;3.25354838854295
32;"Argynnis pandora";2023;32;"CBMS";109;6;0.512008238647602;0.4888;-2.05138505057899;3.25354838854295
32;"Tomares ballus";2019;32;"CBMS";78;15;0.588560002959048;0.4888;-2.05138505057899;3.25354838854295
33;"Favonius quercus";2023;33;"CBMS";108;11;0.367332239521118;0.504;-2.03608608913712;3.26879771934133
33;"Pieris ergane";2019;33;"CBMS";78;2;0.264656539167189;0.504;-2.03608608913712;3.26879771934133
33;"Melitaea trivia";2022;33;"CBMS";108;4;0.394070621465733;0.504;-2.03608608913712;3.26879771934133
33;"Apatura ilia";2023;34;"CBMS";109;9;0.459605445887935;0.504;-2.03608608913712;3.26879771934133
33;"Satyrus actaea";2020;33;"CBMS";81;3;0.280776515946714;0.504;-2.03608608913712;3.26879771934133
33;"Satyrium ilicis";2020;33;"CBMS";81;6;0.566381013172717;0.504;-2.03608608913712;3.26879771934133
34;"Pieris ergane";2022;34;"CBMS";108;2;0.440368670201036;0.5193;-2.02078742521871;3.28404734766317
34;"Hipparchia hermione";2018;34;"CBMS";66;2;0.53973652412396;0.5193;-2.02078742521871;3.28404734766317
34;"Hipparchia semele";2022;34;"CBMS";107;7;0.739224206511565;0.5193;-2.02078742521871;3.28404734766317
34;"Hesperia comma";2021;34;"CBMS";93;6;0.545970713134473;0.5193;-2.02078742521871;3.28404734766317
