"pool";"year";"trait";"metric";"value";"sd";"low";"high";"num_bootstrap_replicates"
"Filtered";2018;"HSI";"average";0,194495766666667;0,014379875541095;0,168788636363636;0,22525;1000
"Filtered";2018;"HSI";"standard_deviation";0,204203024477654;0,0222170303898952;0,163978726099044;0,247051432857556;1000
"Filtered";2018;"HSI";"skewness";2,70947617092724;0,296876066679598;2,16374291030958;3,34370075243342;1000
"Filtered";2018;"HSI";"kurtosis";10,2641931121418;2,08778269451361;6,79849026055098;14,933338972957;1000
"Filtered";2018;"HSI";"range";0,96715;0,0161380896619748;0,96;0,98;1000
"Filtered";2018;"HSI";"multimodality";0,0543241517857143;0,00726647615174591;0,0416666666666667;0,07;1000
"Filtered";2018;"SSI";"average";0,728220332127755;0,0145771101275618;0,70039957647;0,75687157679;1000
"Filtered";2018;"SSI";"standard_deviation";0,200206372244281;0,0117286201647717;0,17899524316478;0,224071598052761;1000
"Filtered";2018;"SSI";"skewness";0,786660209895442;0,159230142367296;0,475482718372826;1,11037616133194;1000
"Filtered";2018;"SSI";"kurtosis";3,49919940695147;0,524286055097993;2,71823955070037;4,69724757394759;1000
"Filtered";2018;"SSI";"range";0,94014241323;0,136572674212203;0,837412276;1,125942852;1000
"Filtered";2018;"SSI";"multimodality";0,0818994229888519;0,0125401269849091;0,0585830733679661;0,108881268373081;1000
"Filtered";2018;"STI";"average";10,458736524053;0,129071655828063;10,222345;10,722765;1000
"Filtered";2018;"STI";"standard_deviation";1,78214813819766;0,0868160372637484;1,60638887858645;1,93804203499875;1000
"Filtered";2018;"STI";"skewness";1,24022781054812;0,176573628322336;0,907994795719619;1,60046410036473;1000
"Filtered";2018;"STI";"kurtosis";2,98524399438877;0,513350658482936;2,13185814107873;4,11229838434935;1000
"Filtered";2018;"STI";"range";5,81681;0,298447239314849;5,454;6,094;1000
"Filtered";2018;"STI";"multimodality";0,0791781115842157;0,0105426089871262;0,0607142857142858;0,102;1000
"Filtered";2018;"SVTI";"average";3,52231289210526;0,0295519665243341;3,46764342105263;3,57756842105263;1000
"Filtered";2018;"SVTI";"standard_deviation";0,426036901940206;0,0232455231621187;0,382403525949084;0,473616376788017;1000
"Filtered";2018;"SVTI";"skewness";-0,939248141441146;0,132167038175374;-1,20413819242593;-0,710569156564179;1000
"Filtered";2018;"SVTI";"kurtosis";3,54582968815613;0,490474504352147;2,76710351860777;4,68610756571172;1000
"Filtered";2018;"SVTI";"range";1,88893;0,249435308392924;1,6;2,16;1000
"Filtered";2018;"SVTI";"multimodality";0,070258723466739;0,00735805383898836;0,0575735294117647;0,0863888888888889;1000
"Filtered";2018;"TAO";"average";0,414134615320987;0,0163626768041759;0,381972984185;0,445245061505;1000
"Filtered";2018;"TAO";"standard_deviation";0,23095651733403;0,0181767811826212;0,193975421095038;0,266782069039801;1000
"Filtered";2018;"TAO";"skewness";-1,54284783381264;0,0901336416499131;-1,71369846213441;-1,36381683783907;1000
"Filtered";2018;"TAO";"kurtosis";5,96887353213464;0,783087308423665;4,55757226935596;7,57168150284684;1000
"Filtered";2018;"TAO";"range";0,998769185005333;0,0190514612594208;0,971250763;1,06687145366667;1000
"Filtered";2018;"TAO";"multimodality";0,0714141808066902;0,00861829304443337;0,0575;0,0899557152847349;1000
"Filtered";2018;"WI";"average";0,0250439958333333;0,00334285763033706;0,0181166666666667;0,03135;1000
"Filtered";2018;"WI";"standard_deviation";0,0459978199152328;0,00229117873450814;0,0412091260701856;0,0501535080713134;1000
"Filtered";2018;"WI";"skewness";0,232810110687481;0,0981256463017417;0,0247996955575817;0,417713386211154;1000
"Filtered";2018;"WI";"kurtosis";2,91369847385206;0,227642577355882;2,5344389619936;3,37058266102169;1000
"Filtered";2018;"WI";"range";0,19299;0,0148721579160887;0,18;0,21;1000
"Filtered";2018;"WI";"multimodality";0,081695375;0,0096441016339726;0,0639285714285714;0,1025;1000
"Filtered";2019;"HSI";"average";0,194208618181818;0,0165957234444847;0,161838636363636;0,229004545454545;1000
"Filtered";2019;"HSI";"standard_deviation";0,226809287982471;0,0245167598887995;0,17683910866027;0,271358757693361;1000
"Filtered";2019;"HSI";"skewness";2,79440846507021;0,364093464483088;2,18148390147485;3,58736858055896;1000
"Filtered";2019;"HSI";"kurtosis";10,1712621295338;2,60655538317052;6,46184873861315;16,2005450006552;1000
"Filtered";2019;"HSI";"range";0,97356;0,00994108772847446;0,95;0,98;1000
"Filtered";2019;"HSI";"multimodality";0,0766024702380953;0,00860399772316055;0,0616666666666667;0,0950000000000001;1000
"Filtered";2019;"SSI";"average";0,783876295219105;0,0162600698125332;0,7525779592;0,81628744584;1000
"Filtered";2019;"SSI";"standard_deviation";0,231030991058595;0,0136826785809401;0,207313851677053;0,260362352170989;1000
"Filtered";2019;"SSI";"skewness";0,48603157540003;0,379232799962001;0,082754838406949;1,4432491219169;1000
"Filtered";2019;"SSI";"kurtosis";3,65068553686586;2,22052015181132;2,27124925358088;9,63894825433239;1000
"Filtered";2019;"SSI";"range";1,150500637724;0,334332774431746;0,837412276;1,87809393;1000
"Filtered";2019;"SSI";"multimodality";0,0892129536469444;0,0106723344784838;0,0696880695168583;0,111031807674164;1000
"Filtered";2019;"STI";"average";10,7161173822348;0,132918031876735;10,4679202272727;10,9766101136364;1000
"Filtered";2019;"STI";"standard_deviation";1,846094039943;0,0711214418941455;1,70302685359117;1,97494787412925;1000
"Filtered";2019;"STI";"skewness";0,874069837676303;0,15185322344637;0,584053732222423;1,18659724742862;1000
"Filtered";2019;"STI";"kurtosis";2,19571698856043;0,315175570203192;1,68142655175563;2,9092216032041;1000
"Filtered";2019;"STI";"range";5,962332;0,33285859553363;5,454;6,514;1000
"Filtered";2019;"STI";"multimodality";0,0851723241718571;0,00985993284822508;0,0685895721925134;0,10618778280543;1000
"Filtered";2019;"SVTI";"average";3,4568523780853;0,0311914043144402;3,39761842105263;3,5183;1000
"Filtered";2019;"SVTI";"standard_deviation";0,446450799257126;0,0226442883114503;0,404195864248451;0,491484913193956;1000
"Filtered";2019;"SVTI";"skewness";-0,607211040048531;0,120939448641495;-0,856688007064287;-0,393592602094493;1000
"Filtered";2019;"SVTI";"kurtosis";3,0783211000389;0,35759235049981;2,4896144552652;3,86438506656554;1000
"Filtered";2019;"SVTI";"range";1,95177;0,250010544522371;1,6;2,16;1000
"Filtered";2019;"SVTI";"multimodality";0,0861810053859406;0,00959946569557491;0,068359375;0,105;1000
"Filtered";2019;"TAO";"average";0,394638727772145;0,0205677785613456;0,353920931115;0,432936459228333;1000
"Filtered";2019;"TAO";"standard_deviation";0,288414877510311;0,0172918482769548;0,251870926871975;0,32190539249049;1000
"Filtered";2019;"TAO";"skewness";-1,33443157225187;0,133321163466357;-1,58890837676373;-1,06422271008685;1000
"Filtered";2019;"TAO";"kurtosis";3,94906674575347;0,599292256111032;2,91467451737139;5,27042656801778;1000
"Filtered";2019;"TAO";"range";1,01522610268267;0,0369365195430255;0,971250763;1,099659492;1000
"Filtered";2019;"TAO";"multimodality";0,0925856465844028;0,0104686830915318;0,0733127119077731;0,113050401118903;1000
"Filtered";2019;"WI";"average";0,0106983125;0,0034402289295697;0,00435;0,0178666666666667;1000
"Filtered";2019;"WI";"standard_deviation";0,0469316447457676;0,00253401392908259;0,0422336168467703;0,0516889964646987;1000
"Filtered";2019;"WI";"skewness";0,607104515791315;0,0972388070660358;0,39955731609438;0,784723851501802;1000
"Filtered";2019;"WI";"kurtosis";3,28846122671695;0,285191635417674;2,77118318376975;3,88859322476049;1000
"Filtered";2019;"WI";"range";0,19677;0,0149026571184198;0,18;0,21;1000
"Filtered";2019;"WI";"multimodality";0,11198869047619;0,0106778912561691;0,09;0,1325;1000
"Filtered";2020;"HSI";"average";0,181153872727273;0,012871916784959;0,156077272727273;0,208338636363636;1000
"Filtered";2020;"HSI";"standard_deviation";0,18514858843346;0,0233491281527788;0,136463785650301;0,228177925814803;1000
"Filtered";2020;"HSI";"skewness";3,26510095965811;0,383104012833216;2,60089366364013;4,14721371410532;1000
"Filtered";2020;"HSI";"kurtosis";14,2181999249386;3,39390029609076;9,02756931984359;22,9054266685068;1000
"Filtered";2020;"HSI";"range";0,97609;0,0152329886740568;0,96;0,98;1000
"Filtered";2020;"HSI";"multimodality";0,125244166666667;0,0157500079665183;0,095;0,155;1000
"Filtered";2020;"SSI";"average";0,786269923356212;0,0146956103705072;0,7577986224925;0,8145205559;1000
"Filtered";2020;"SSI";"standard_deviation";0,212492352292764;0,0118694443389136;0,190158198763667;0,23572263886284;1000
"Filtered";2020;"SSI";"skewness";0,314196818062959;0,203754537471994;-0,0721790258559196;0,694360062332658;1000
"Filtered";2020;"SSI";"kurtosis";3,35779118777969;0,52170226303189;2,47082857273292;4,40974598578937;1000
"Filtered";2020;"SSI";"range";1,072722124422;0,110661599395045;0,837412276;1,125942852;1000
"Filtered";2020;"SSI";"multimodality";0,119896572906638;0,011134844675574;0,0975;0,141730599138526;1000
"Filtered";2020;"STI";"average";10,5296728925;0,121758782044293;10,2936151136364;10,7765152272727;1000
"Filtered";2020;"STI";"standard_deviation";1,67012958927177;0,0860679901858419;1,4829382357753;1,82382970014744;1000
"Filtered";2020;"STI";"skewness";1,24215236881731;0,180404742104716;0,917587014527291;1,62149474681697;1000
"Filtered";2020;"STI";"kurtosis";3,07165979258122;0,548864754210628;2,19914152909991;4,34028174857842;1000
"Filtered";2020;"STI";"range";5,911766;0,29868481357756;5,454;6,47;1000
"Filtered";2020;"STI";"multimodality";0,116712639286158;0,0122416953392897;0,0925;0,14;1000
"Filtered";2020;"SVTI";"average";3,43054613679673;0,0281927883564917;3,37341184210526;3,48703684210526;1000
"Filtered";2020;"SVTI";"standard_deviation";0,399618042668784;0,0239544163062627;0,355820477405443;0,447829131505067;1000
"Filtered";2020;"SVTI";"skewness";-0,78554098583549;0,157923295502508;-1,10048811574129;-0,494838318327686;1000
"Filtered";2020;"SVTI";"kurtosis";3,75888504803777;0,519696178980726;2,94414898115178;4,97751357363962;1000
"Filtered";2020;"SVTI";"range";1,96734;0,240854593760085;1,63;2,16;1000
"Filtered";2020;"SVTI";"multimodality";0,120633600809889;0,0113879500280888;0,0960416666666667;0,140217391304348;1000
"Filtered";2020;"TAO";"average";0,29048778926778;0,0231612505197923;0,246513529575;0,33848485319;1000
"Filtered";2020;"TAO";"standard_deviation";0,342064371892789;0,0124152300331689;0,316335474250339;0,365156986956225;1000
"Filtered";2020;"TAO";"skewness";-0,767879255555828;0,127250464811979;-1,03347636663224;-0,527767442876046;1000
"Filtered";2020;"TAO";"kurtosis";2,15360923311856;0,285101918019141;1,6906067336921;2,77309746650189;1000
"Filtered";2020;"TAO";"range";0,99487773505;0,0127699813778114;0,971250763;1,015574733;1000
"Filtered";2020;"TAO";"multimodality";0,120941800664752;0,0143737893626959;0,0925;0,15;1000
"Filtered";2020;"WI";"average";0,0130369333333333;0,00291783132969633;0,00746666666666667;0,01915;1000
"Filtered";2020;"WI";"standard_deviation";0,0405569690433827;0,00267583881454175;0,0354028857807953;0,0457543144023835;1000
"Filtered";2020;"WI";"skewness";0,691466637699462;0,137273150827565;0,406860818060976;0,932605982166801;1000
"Filtered";2020;"WI";"kurtosis";4,34033182293059;0,465821599486076;3,56036577063152;5,38306097665658;1000
"Filtered";2020;"WI";"range";0,19779;0,014745620818851;0,18;0,21;1000
"Filtered";2020;"WI";"multimodality";0,1352275;0,0136863731704408;0,105;0,1575;1000
