"pool";"year";"trait";"skewness";"skewness_squared";"kurtosis";"range";"low_skewness";"low_skewness_squared";"low_kurtosis";"low_range";"high_skewness";"high_skewness_squared";"high_kurtosis";"high_range";"dist.to.boundary";"norm_range";"highlight"
"Filtered";2023;"WI";0,813901568970498;0,662435763972639;3,0704084413105;0,20297;0,611171472981931;0,373530569386903;2,59791820584638;0,18;1,03184731904396;1,0647088898182;3,73395713999486;0,23;0,995587027870981;0,616630485346564;FALSE
"Regional";2018;"HSI";1,01688789841881;1,03406099795062;2,72423756136855;0,95205;0,711245796805885;0,505870583474039;1,96772806256311;0,68;1,30838846030651;1,71188036306324;3,60253685466444;0,98;0,488028528208848;0,758573673870333;FALSE
"Regional";2018;"SSI";0,110701134489231;0,0122547411772029;4,29490868771394;1,11300360506868;-0,562195479167555;0,316063756796437;2,72604621290644;0,778407914;0,795483078511852;0,632793328198694;7,03035027637654;1,474355938;2,32118686588491;0,688567994728036;FALSE
"Regional";2018;"STI";0,0300920100599318;0,000905529069447037;1,39654140701431;6,329092;-0,207720328960688;0,0431477350635363;1,30965403503752;5,71;0,267876117030024;0,0717576140750833;1,50928920454466;7,13;0,279756812175503;0,638147890630753;FALSE
"Regional";2018;"SVTI";0,173600220107492;0,0301370364213698;2,44238059608523;2,08578;-0,213252659435503;0,0454766967563146;2,03916091429687;1,86;0,442878415380353;0,196141290809813;3,94135357284295;3,19;0,998606997725344;0,783570454727725;FALSE
"Regional";2018;"TAO";-1,13652980956834;1,29170000803745;5,17377472426448;1,06785465873233;-1,43792265709325;2,06762156778212;4,27695696587569;1,006902696;-0,733689583876856;0,538300405489394;6,10610632108862;1,104729779;2,03793457573043;0,912230716238372;FALSE
"Regional";2018;"WI";0,734307405708515;0,539207366078369;3,21918315908416;0,19675;0,45022264464474;0,202700429750903;2,5521709660335;0,1725;1,0269202846162;1,05456527095621;4,04804727536163;0,22;1,18792227546364;0,238550162815941;FALSE
"Regional";2019;"HSI";1,3484487908552;1,81831414155886;3,74449235655451;0,9709;1,02781971743138;1,05641337154072;2,73327787616676;0,96;1,72971601413521;2,99191748955578;5,18566089716272;0,98;0,65490689641068;0,940037328094302;FALSE
"Regional";2019;"SSI";0,0534189118828282;0,00285358014674536;4,22496167864128;1,11720098263909;-0,559228204039311;0,312736184193033;2,75912272332141;0,829005853;0,696315643943795;0,484855476000861;6,53803430668049;1,474355938;2,27837448616158;0,70504483403925;FALSE
"Regional";2019;"STI";0,10369800112406;0,0107532754371255;1,45522343391785;6,461413;-0,134233849107578;0,0180187262462359;1,35546623764282;5,71;0,344669445397757;0,118797026590797;1,6122366750828;7,3;0,314287863096778;0,794679734869747;TRUE
"Regional";2019;"SVTI";0,0992028467010551;0,00984120479359304;2,39010387100059;2,06713;-0,256190480844903;0,0656335624755427;2,0531267941094;1,87;0,329356795828491;0,10847589895841;3,69533642571018;3,19;0,975993091093591;0,710280696126393;TRUE
"Regional";2019;"TAO";-1,27455192792134;1,624482616968;4,82121567369684;1,06877983502333;-1,4937362486014;2,2312479803858;4,01750940797815;1,006902696;-1,02501955822455;1,05066509474285;5,75178430426519;1,104729779;1,55332484086962;0,922743621104316;FALSE
"Regional";2019;"WI";0,786644636134964;0,61880978355991;3,49694221996103;0,1952975;0,487498387132464;0,237654677456754;2,7580982437692;0,1725;1,06818319748408;1,14101534338731;4,34798575640004;0,22;1,32804018174565;0,150260505504729;FALSE
"Regional";2020;"HSI";1,90343529115384;3,62306590760989;6,45108850892405;0,95365;1,50150062442256;2,25450412514133;4,4392944012305;0,69;2,35984120483648;5,56885051204407;9,0470371442378;0,98;1,29260717755152;0,773976424361493;FALSE
"Regional";2020;"SSI";0,178292033639894;0,0317880492594493;4,05164024612947;1,11305815113901;-0,418990402045715;0,17555295700643;2,67248922497074;0,855009402;0,735495173228537;0,540953149842476;5,73032078371575;1,314469107;2,13535796658788;0,688782115764551;FALSE
"Regional";2020;"STI";0,49388523723571;0,243922627559373;1,78362004090943;6,571649;0,23524677016214;0,0553410428717187;1,50101910561272;5,895;0,745978628353659;0,556484113960407;2,18247854061467;7,3;0,381623700768663;0,925085674830371;FALSE
"Regional";2020;"SVTI";-0,0696067016706838;0,00484509291747158;2,36042400835449;2,10609;-0,332816903452249;0,110767091223544;2,0459839867357;1,86;0,146106473709092;0,0213471016597056;2,8592370963983;2,2;0,958539043539024;0,863383591306439;FALSE
"Regional";2020;"TAO";-1,12373701216295;1,26278487250491;4,10526112532772;1,07469865650667;-1,32447187087551;1,75422573674047;3,44980186010126;1,006902696;-0,916469251116037;0,83991588824119;4,86363936150965;1,104729779;1,30282745254619;0,99;FALSE
